Schluessel,Zeile,Von,Bis,Behinderung,hatTatbestandBE,hatZusatzinformationTatbestandstabelle,gehoertZuTatbestandstabelleBE
'3571','5','26','30','N','120780','2009-02-01-00.00.00.0000','','720007'
'3572','6','31','40','N','120781','2009-02-01-00.00.00.0000','','720007'
'3573','7','41','50','N','120782','2009-02-01-00.00.00.0000','','720007'
'3574','8','51','60','N','120783','2009-02-01-00.00.00.0000','','720007'
'3575','9','61','999','N','120784','2009-02-01-00.00.00.0000','','720007'
'3576','3','16','20','N','120790','2009-02-01-00.00.00.0000','','720008'
'3577','4','21','25','N','120791','2009-02-01-00.00.00.0000','','720008'
'3578','5','26','30','N','120792','2009-02-01-00.00.00.0000','','720008'
'3579','6','31','40','N','120793','2009-02-01-00.00.00.0000','','720008'
'3580','7','41','50','N','120794','2009-02-01-00.00.00.0000','','720008'
'3581','8','51','60','N','120795','2009-02-01-00.00.00.0000','','720008'
'3582','9','61','999','N','120796','2009-02-01-00.00.00.0000','','720008'
'3583','3','16','20','N','120802','2009-02-01-00.00.00.0000','','720009'
'3584','4','21','25','N','120803','2009-02-01-00.00.00.0000','','720009'
'3585','5','26','30','N','120804','2009-02-01-00.00.00.0000','','720009'
'3586','6','31','40','N','120805','2009-02-01-00.00.00.0000','','720009'
'3587','7','41','50','N','120806','2009-02-01-00.00.00.0000','','720009'
'3588','8','51','60','N','120807','2009-02-01-00.00.00.0000','','720009'
'3589','9','61','999','N','120808','2009-02-01-00.00.00.0000','','720009'
'3590','4','21','25','N','120814','2009-02-01-00.00.00.0000','','720010'
'3591','5','26','30','N','120815','2009-02-01-00.00.00.0000','','720010'
'3592','6','31','40','N','120816','2009-02-01-00.00.00.0000','','720010'
'3593','7','41','50','N','120817','2009-02-01-00.00.00.0000','','720010'
'3594','8','51','60','N','120818','2009-02-01-00.00.00.0000','','720010'
'3595','9','61','70','N','120819','2009-02-01-00.00.00.0000','','720010'
'3596','10','71','999','N','120820','2009-02-01-00.00.00.0000','','720010'
'3597','4','21','25','N','120826','2009-02-01-00.00.00.0000','','720011'
'3598','5','26','30','N','120827','2009-02-01-00.00.00.0000','','720011'
'3599','6','31','40','N','120828','2009-02-01-00.00.00.0000','','720011'
'3600','7','41','50','N','120829','2009-02-01-00.00.00.0000','','720011'
'3601','8','51','60','N','120830','2009-02-01-00.00.00.0000','','720011'
'3602','9','61','70','N','120831','2009-02-01-00.00.00.0000','','720011'
'3603','10','71','999','N','120832','2009-02-01-00.00.00.0000','','720011'
'3604','1','2','5','N','331130','2009-02-01-00.00.00.0000','','731000'
'3605','2','5','10','N','331784','2009-02-01-00.00.00.0000','','731000'
'3606','3','10','15','N','331785','2009-02-01-00.00.00.0000','','731000'
'3607','4','15','20','N','331786','2009-02-01-00.00.00.0000','','731000'
'3608','5','20','25','N','331787','2009-02-01-00.00.00.0000','','731000'
'3609','6','25','999','N','331788','2009-02-01-00.00.00.0000','','731000'
'3610','2','5','10','N','331790','2009-02-01-00.00.00.0000','','731001'
'3611','3','10','15','N','331791','2009-02-01-00.00.00.0000','','731001'
'3612','4','15','20','N','331792','2009-02-01-00.00.00.0000','','731001'
'3613','5','20','25','N','331793','2009-02-01-00.00.00.0000','','731001'
'3614','6','25','999','N','331794','2009-02-01-00.00.00.0000','','731001'
'3615','1','5','10','N','331796','2009-02-01-00.00.00.0000','','731002'
'3616','2','10','15','N','331797','2009-02-01-00.00.00.0000','','731002'
'3617','3','15','20','N','331798','2009-02-01-00.00.00.0000','','731002'
'3618','4','20','25','N','331799','2009-02-01-00.00.00.0000','','731002'
'3619','5','25','999','N','331800','2009-02-01-00.00.00.0000','','731002'
'3620','1','2','5','N','331148','2009-02-01-00.00.00.0000','','731003'
'3621','2','5','10','N','331802','2009-02-01-00.00.00.0000','','731003'
'3622','3','10','15','N','331803','2009-02-01-00.00.00.0000','','731003'
'3623','4','15','20','N','331804','2009-02-01-00.00.00.0000','','731003'
'3624','5','20','25','N','331805','2009-02-01-00.00.00.0000','','731003'
'3625','6','25','999','N','331806','2009-02-01-00.00.00.0000','','731003'
'3626','2','5','10','N','331808','2009-02-01-00.00.00.0000','','731004'
'3627','3','10','15','N','331809','2009-02-01-00.00.00.0000','','731004'
'3628','4','15','20','N','331810','2009-02-01-00.00.00.0000','','731004'
'3629','5','20','25','N','331811','2009-02-01-00.00.00.0000','','731004'
'3630','6','25','999','N','331812','2009-02-01-00.00.00.0000','','731004'
'3631','1','5','10','N','331814','2009-02-01-00.00.00.0000','','731005'
'3632','2','10','15','N','331815','2009-02-01-00.00.00.0000','','731005'
'3633','3','15','20','N','331816','2009-02-01-00.00.00.0000','','731005'
'3634','4','20','25','N','331817','2009-02-01-00.00.00.0000','','731005'
'3635','5','25','999','N','331818','2009-02-01-00.00.00.0000','','731005'
'3636','1','2','5','N','331166','2009-02-01-00.00.00.0000','','731010'
'3637','2','5','10','N','331820','2009-02-01-00.00.00.0000','','731010'
'3638','3','10','15','N','331821','2009-02-01-00.00.00.0000','','731010'
'3639','4','15','20','N','331822','2009-02-01-00.00.00.0000','','731010'
'3640','5','20','25','N','331823','2009-02-01-00.00.00.0000','','731010'
'3641','6','25','999','N','331824','2009-02-01-00.00.00.0000','','731010'
'3642','1','5','10','N','331826','2009-02-01-00.00.00.0000','','731011'
'3643','2','10','15','N','331827','2009-02-01-00.00.00.0000','','731011'
'3644','3','15','20','N','331828','2009-02-01-00.00.00.0000','','731011'
'3645','4','20','25','N','331829','2009-02-01-00.00.00.0000','','731011'
'3646','5','25','999','N','331830','2009-02-01-00.00.00.0000','','731011'
'3647','1','2','5','N','331178','2009-02-01-00.00.00.0000','','731012'
'3648','2','5','10','N','331832','2009-02-01-00.00.00.0000','','731012'
'3649','3','10','15','N','331833','2009-02-01-00.00.00.0000','','731012'
'3650','4','15','20','N','331834','2009-02-01-00.00.00.0000','','731012'
'3651','5','20','25','N','331835','2009-02-01-00.00.00.0000','','731012'
'3652','6','25','999','N','331836','2009-02-01-00.00.00.0000','','731012'
'3653','1','5','10','N','331838','2009-02-01-00.00.00.0000','','731013'
'3654','2','10','15','N','331839','2009-02-01-00.00.00.0000','','731013'
'3655','3','15','20','N','331840','2009-02-01-00.00.00.0000','','731013'
'3656','4','20','25','N','331841','2009-02-01-00.00.00.0000','','731013'
'3657','5','25','999','N','331842','2009-02-01-00.00.00.0000','','731013'
'3658','1','5','10','N','331190','2009-02-01-00.00.00.0000','','731020'
'3659','2','10','15','N','331191','2009-02-01-00.00.00.0000','','731020'
'3660','3','15','20','N','331192','2009-02-01-00.00.00.0000','','731020'
'3661','4','20','25','N','331844','2009-02-01-00.00.00.0000','','731020'
'3662','5','25','30','N','331845','2009-02-01-00.00.00.0000','','731020'
'3663','6','30','999','N','331846','2009-02-01-00.00.00.0000','','731020'
'3664','4','20','25','N','331848','2009-02-01-00.00.00.0000','','731021'
'3665','5','25','30','N','331849','2009-02-01-00.00.00.0000','','731021'
'3666','6','30','999','N','331850','2009-02-01-00.00.00.0000','','731021'
'3667','1','20','25','N','331852','2009-02-01-00.00.00.0000','','731022'
'3668','2','25','30','N','331853','2009-02-01-00.00.00.0000','','731022'
'3669','3','30','999','N','331854','2009-02-01-00.00.00.0000','','731022'
'3670','1','5','10','N','331208','2009-02-01-00.00.00.0000','','731023'
'3671','2','10','15','N','331209','2009-02-01-00.00.00.0000','','731023'
'3672','3','15','20','N','331210','2009-02-01-00.00.00.0000','','731023'
'3673','4','20','25','N','331856','2009-02-01-00.00.00.0000','','731023'
'3674','5','25','30','N','331857','2009-02-01-00.00.00.0000','','731023'
'3675','6','30','999','N','331858','2009-02-01-00.00.00.0000','','731023'
'3676','4','20','25','N','331860','2009-02-01-00.00.00.0000','','731024'
'3677','5','25','30','N','331861','2009-02-01-00.00.00.0000','','731024'
'3678','6','30','999','N','331862','2009-02-01-00.00.00.0000','','731024'
'3679','1','20','25','N','331864','2009-02-01-00.00.00.0000','','731025'
'3680','2','25','30','N','331865','2009-02-01-00.00.00.0000','','731025'
'3681','3','30','999','N','331866','2009-02-01-00.00.00.0000','','731025'
'3682','1','5','10','N','331226','2009-02-01-00.00.00.0000','','731030'
'3683','2','10','15','N','331227','2009-02-01-00.00.00.0000','','731030'
'3684','3','15','20','N','331228','2009-02-01-00.00.00.0000','','731030'
'3685','4','20','25','N','331868','2009-02-01-00.00.00.0000','','731030'
'3686','5','25','30','N','331869','2009-02-01-00.00.00.0000','','731030'
'3687','6','30','999','N','331870','2009-02-01-00.00.00.0000','','731030'
'3688','1','20','25','N','331874','2009-02-01-00.00.00.0000','','731031'
'3689','2','25','30','N','331875','2009-02-01-00.00.00.0000','','731031'
'3690','3','30','999','N','331876','2009-02-01-00.00.00.0000','','731031'
'3691','1','5','10','N','331238','2009-02-01-00.00.00.0000','','731032'
'3692','2','10','15','N','331239','2009-02-01-00.00.00.0000','','731032'
'3693','3','15','20','N','331240','2009-02-01-00.00.00.0000','','731032'
'3694','4','20','25','N','331880','2009-02-01-00.00.00.0000','','731032'
'3695','5','25','30','N','331881','2009-02-01-00.00.00.0000','','731032'
'3696','6','30','999','N','331882','2009-02-01-00.00.00.0000','','731032'
'3697','1','20','25','N','331886','2009-02-01-00.00.00.0000','','731033'
'3698','2','25','30','N','331887','2009-02-01-00.00.00.0000','','731033'
'3699','3','30','999','N','331888','2009-02-01-00.00.00.0000','','731033'
'3700','1','2','5','N','331248','2009-02-01-00.00.00.0000','','731040'
'3701','2','5','10','N','331892','2009-02-01-00.00.00.0000','','731040'
'3702','3','10','15','N','331893','2009-02-01-00.00.00.0000','','731040'
'3703','4','15','20','N','331894','2009-02-01-00.00.00.0000','','731040'
'3704','5','20','25','N','331895','2009-02-01-00.00.00.0000','','731040'
'3705','6','25','999','N','331896','2009-02-01-00.00.00.0000','','731040'
'3706','2','5','10','N','331898','2009-02-01-00.00.00.0000','','731041'
'3707','3','10','15','N','331899','2009-02-01-00.00.00.0000','','731041'
'3708','4','15','20','N','331900','2009-02-01-00.00.00.0000','','731041'
'3709','5','20','25','N','331901','2009-02-01-00.00.00.0000','','731041'
'3710','6','25','999','N','331902','2009-02-01-00.00.00.0000','','731041'
'3711','1','2','5','N','331260','2009-02-01-00.00.00.0000','','731042'
'3712','2','5','10','N','331904','2009-02-01-00.00.00.0000','','731042'
'3713','3','10','15','N','331905','2009-02-01-00.00.00.0000','','731042'
'3714','4','15','20','N','331906','2009-02-01-00.00.00.0000','','731042'
'3715','5','20','25','N','331907','2009-02-01-00.00.00.0000','','731042'
'3716','6','25','999','N','331908','2009-02-01-00.00.00.0000','','731042'
'3717','2','5','10','N','331910','2009-02-01-00.00.00.0000','','731043'
'3718','3','10','15','N','331911','2009-02-01-00.00.00.0000','','731043'
'3719','4','15','20','N','331912','2009-02-01-00.00.00.0000','','731043'
'3720','5','20','25','N','331913','2009-02-01-00.00.00.0000','','731043'
'3721','6','25','999','N','331914','2009-02-01-00.00.00.0000','','731043'
'3722','1','5','10','N','331272','2009-02-01-00.00.00.0000','','731050'
'3723','2','10','15','N','331273','2009-02-01-00.00.00.0000','','731050'
'3724','3','15','20','N','331274','2009-02-01-00.00.00.0000','','731050'
'3725','4','20','25','N','331916','2009-02-01-00.00.00.0000','','731050'
'3726','5','25','30','N','331917','2009-02-01-00.00.00.0000','','731050'
'3727','6','30','999','N','331918','2009-02-01-00.00.00.0000','','731050'
'3728','4','20','25','N','331922','2009-02-01-00.00.00.0000','','731051'
'3729','5','25','30','N','331923','2009-02-01-00.00.00.0000','','731051'
'3730','6','30','999','N','331924','2009-02-01-00.00.00.0000','','731051'
'3731','1','5','10','N','331284','2009-02-01-00.00.00.0000','','731052'
'3732','2','10','15','N','331285','2009-02-01-00.00.00.0000','','731052'
'3733','3','15','20','N','331286','2009-02-01-00.00.00.0000','','731052'
'3734','4','20','25','N','331928','2009-02-01-00.00.00.0000','','731052'
'3735','5','25','30','N','331929','2009-02-01-00.00.00.0000','','731052'
'3736','6','30','999','N','331930','2009-02-01-00.00.00.0000','','731052'
'3737','4','20','25','N','331934','2009-02-01-00.00.00.0000','','731053'
'3738','5','25','30','N','331935','2009-02-01-00.00.00.0000','','731053'
'3739','6','30','999','N','331936','2009-02-01-00.00.00.0000','','731053'
'3740','1','2','5','N','331296','2009-02-01-00.00.00.0000','','731060'
'3741','2','5','10','N','331940','2009-02-01-00.00.00.0000','','731060'
'3742','3','10','15','N','331941','2009-02-01-00.00.00.0000','','731060'
'3743','4','15','20','N','331942','2009-02-01-00.00.00.0000','','731060'
'3744','5','20','25','N','331943','2009-02-01-00.00.00.0000','','731060'
'3745','6','25','999','N','331944','2009-02-01-00.00.00.0000','','731060'
'3746','1','5','10','N','331946','2009-02-01-00.00.00.0000','','731061'
'3747','2','10','15','N','331947','2009-02-01-00.00.00.0000','','731061'
'3748','3','15','20','N','331948','2009-02-01-00.00.00.0000','','731061'
'3749','4','20','25','N','331949','2009-02-01-00.00.00.0000','','731061'
'3750','5','25','999','N','331950','2009-02-01-00.00.00.0000','','731061'
'3751','1','2','5','N','331308','2009-02-01-00.00.00.0000','','731070'
'3752','2','5','10','N','331952','2009-02-01-00.00.00.0000','','731070'
'3753','3','10','15','N','331953','2009-02-01-00.00.00.0000','','731070'
'3754','4','15','20','N','331954','2009-02-01-00.00.00.0000','','731070'
'3755','5','20','25','N','331955','2009-02-01-00.00.00.0000','','731070'
'3756','6','25','999','N','331956','2009-02-01-00.00.00.0000','','731070'
'3757','1','5','10','N','331960','2009-02-01-00.00.00.0000','','731071'
'3758','2','10','15','N','331961','2009-02-01-00.00.00.0000','','731071'
'3759','3','15','20','N','331962','2009-02-01-00.00.00.0000','','731071'
'3760','4','20','25','N','331963','2009-02-01-00.00.00.0000','','731071'
'3761','5','25','999','N','331964','2009-02-01-00.00.00.0000','','731071'
'3762','1','5','10','N','331320','2009-02-01-00.00.00.0000','','731080'
'3763','2','10','15','N','331321','2009-02-01-00.00.00.0000','','731080'
'3764','3','15','20','N','331322','2009-02-01-00.00.00.0000','','731080'
'3765','4','30','999','N','331970','2009-02-01-00.00.00.0000','','731080'
'3766','5','20','25','N','331968','2009-02-01-00.00.00.0000','','731080'
'3767','6','25','30','N','331969','2009-02-01-00.00.00.0000','','731080'
'3768','1','20','25','N','331974','2009-02-01-00.00.00.0000','','731081'
'3769','2','25','30','N','331975','2009-02-01-00.00.00.0000','','731081'
'3770','3','30','999','N','331976','2009-02-01-00.00.00.0000','','731081'
'3771','2','5','10','N','334600','2009-02-01-00.00.00.0000','','734000'
'3772','3','10','15','N','334601','2009-02-01-00.00.00.0000','','734000'
'3773','4','15','20','N','334602','2009-02-01-00.00.00.0000','','734000'
'3774','5','20','25','N','334603','2009-02-01-00.00.00.0000','','734000'
'3775','6','25','30','N','334604','2009-02-01-00.00.00.0000','','734000'
'3776','7','30','999','N','334605','2009-02-01-00.00.00.0000','','734000'
'3777','2','5','10','N','334606','2009-02-01-00.00.00.0000','','734001'
'3778','3','10','15','N','334607','2009-02-01-00.00.00.0000','','734001'
'3779','4','15','20','N','334608','2009-02-01-00.00.00.0000','','734001'
'3780','5','20','25','N','334609','2009-02-01-00.00.00.0000','','734001'
'3781','6','25','30','N','334610','2009-02-01-00.00.00.0000','','734001'
'3782','7','30','999','N','334611','2009-02-01-00.00.00.0000','','734001'
'3783','1','5','10','N','334612','2009-02-01-00.00.00.0000','','734002'
'3784','2','10','15','N','334613','2009-02-01-00.00.00.0000','','734002'
'3785','3','15','20','N','334614','2009-02-01-00.00.00.0000','','734002'
'3786','4','20','25','N','334615','2009-02-01-00.00.00.0000','','734002'
'3787','5','25','30','N','334616','2009-02-01-00.00.00.0000','','734002'
'3788','6','30','999','N','334617','2009-02-01-00.00.00.0000','','734002'
'3789','2','5','10','N','334618','2009-02-01-00.00.00.0000','','734003'
'3790','3','10','15','N','334619','2009-02-01-00.00.00.0000','','734003'
'3791','4','15','20','N','334620','2009-02-01-00.00.00.0000','','734003'
'3792','5','20','25','N','334621','2009-02-01-00.00.00.0000','','734003'
'3793','6','25','30','N','334622','2009-02-01-00.00.00.0000','','734003'
'3794','7','30','999','N','334623','2009-02-01-00.00.00.0000','','734003'
'3795','2','5','10','N','334624','2009-02-01-00.00.00.0000','','734004'
'3796','3','10','15','N','334625','2009-02-01-00.00.00.0000','','734004'
'3797','4','15','20','N','334626','2009-02-01-00.00.00.0000','','734004'
'3798','5','20','25','N','334627','2009-02-01-00.00.00.0000','','734004'
'3799','6','25','30','N','334628','2009-02-01-00.00.00.0000','','734004'
'3800','7','30','999','N','334629','2009-02-01-00.00.00.0000','','734004'
'3801','1','5','10','N','334630','2009-02-01-00.00.00.0000','','734005'
'3802','2','10','15','N','334631','2009-02-01-00.00.00.0000','','734005'
'3803','3','15','20','N','334632','2009-02-01-00.00.00.0000','','734005'
'3804','4','20','25','N','334633','2009-02-01-00.00.00.0000','','734005'
